ID_ORDER,DTE_ORDER,ID_CUSTOMER,ID_PART,QTY_ORDERED,AMT_TOTAL,REF_PAYMENT_METHOD,DTE_DELIVERY_EST,CAT_ORDER_CHANNEL,TYP_CUSTOMER_SEGMENT,REF_COUNTRY_CODE,REF_DISCOUNT_CODE,QTY_BACKORDER,RAT_DISCOUNT_APPLIED,TST_INSERTION,AUD_USR_INSERT,DES_ORDER_NOTE
ORD000555,2025-05-20,CUST9581,PART5885,0,8336.03,CASH,2025-08-22,STORE,VIP,ESP,,1,0.10,2024-09-04T22:58:20,mccarthyjennifer,
ORD000556,2025-04-06,CUST8282,PART1605,-1,8379.47,TRANSFER,2025-07-14,,CORPORATE,ESP,DEPRECATED,0,0.10,2025-01-07T12:53:18,timothy82,Check push second. Institution throw least consider statement into town.
ORD000557,2025-03-14,CUST7241,PART3984,0,8368.59,CRYPTO,2025-08-06,B2B_PORTAL,VIP,ITA,,N/A,0.05,2024-11-20T08:55:56,hendersonthomas,
ORD000558,2024-11-19,CUST6322,PART7294,0,3240.45,CRYPTO,2025-07-06,,,ITA,NEWCLIENT,,,2025-04-19T06:35:38,rwilliams,
ORD000559,2024-10-14,CUST4756,PART2574,1,8741.3,CRYPTO,2025-08-17,B2B_PORTAL,B2B,USA,,1,0.00,2025-05-17T23:05:28,torresapril,No language lay quality maintain reveal identify. Per argue property large.
ORD000560,2025-01-08,CUST7769,PART9996,1,5976.41,,2025-08-05,PHONE,,ITA,DEPRECATED,1,0.10,2024-09-04T21:10:59,camposgerald,Affect business industry plan leg inside each. Care light writer.
ORD000561,INVALID_DATE,CUST9435,PART8835,10,7102.27,CRYPTO,2025-08-13,PHONE,B2B,FRA,DEPRECATED,2,0.05,2025-01-16T00:28:50,briancruz,Investment tax occur growth.
ORD000562,INVALID_DATE,CUST3478,ERROR,0,,,2025-08-20,PHONE,,FRA,,1,0.15,2025-03-26T13:43:05,tyler77,Recently list already listen though international health receive.
ORD000563,2024-11-06,,PART5051,-1,ERROR,TRANSFER,2025-08-20,PHONE,VIP,,DEPRECATED,0,,2025-05-02T12:50:05,monique14,Administration network thank play stock to.
ORD000564,2025-03-08,CUST9848,PART2718,0,-100,,2025-07-27,STORE,VIP,ITA,SPRING2025,1,0.05,2024-12-09T07:30:55,taylormelissa,Here need million. Loss attention black hard arm turn.
ORD000565,2024-12-18,,PART3108,null,3797.29,CASH,2025-08-19,PHONE,B2C,,SPRING2025,1,0.15,2025-05-24T03:39:00,herreraaustin,Far even term could reveal. Keep study week second thought something.
ORD000566,2025-03-27,CUST6398,PART4195,-1,590.46,,2025-08-11,ONLINE,VIP,ITA,,,0.10,2025-02-06T05:49:54,nolaneric,Century meet without. Between maintain sell head despite.
ORD000567,2025-06-04,CUST7767,PART5289,X,ERROR,,2025-07-12,STORE,VIP,DEU,SPRING2025,0,0.15,2024-10-02T04:38:15,dianemiller,Collection cup eight sea senior. Catch recognize season eat bit foot act.
ORD000568,2024-10-01,CUST2099,PART3565,null,1244.36,TRANSFER,,PHONE,VIP,DEU,NEWCLIENT,1,,2024-08-12T09:13:03,farmerandrew,Others foot their address detail. Kid site member social property family eye.
ORD000569,2025-02-26,CUST4274,PART8119,0,2226.32,TRANSFER,,ONLINE,B2C,DEU,NEWCLIENT,,0.10,2025-02-03T21:30:28,simonmichelle,Modern exist under identify break out foot. Cold serious finish pick.
ORD000570,2025-02-28,CUST2049,PART9777,0,4612.88,,2025-06-24,ONLINE,B2B,USA,SPRING2025,N/A,,2024-10-08T05:39:07,wwilliams,Fear begin activity movie through their. Break difficult only nothing.
ORD000571,2024-12-13,CUST2538,PART6893,14,614.75,CASH,,B2B_PORTAL,,,DEPRECATED,N/A,0.15,2025-04-23T06:41:14,spencechristina,Return rest cause last key light. Hair throughout almost summer.
ORD000572,INVALID_DATE,CUST3680,PART2369,null,,CRYPTO,2025-06-25,PHONE,,,NEWCLIENT,2,,2025-02-27T02:06:44,vsmith,Mouth imagine yet tell worker sit get.
ORD000573,2024-06-25,CUST2287,PART2104,null,5754.18,CARD,2025-08-11,ONLINE,CORPORATE,DEU,NEWCLIENT,2,0.10,2024-07-13T12:16:02,williamsbruce,Media find vote. Majority audience leave throughout administration fall.
ORD000574,2024-08-12,CUST1491,PART3830,0,4709.0,,,,B2B,ITA,,N/A,0.00,2024-12-18T04:34:50,zjohnson,Manager to condition yard prepare situation stuff.
ORD000575,2025-05-04,CUST4425,PART7134,-1,6757.24,,2025-08-05,ONLINE,,USA,SPRING2025,5,0.15,2024-12-10T00:53:01,john70,Start list wait cell. Probably option even focus stand movie system society.
ORD000576,2024-12-26,CUST7945,PART6786,0,-100,,2025-07-26,ONLINE,B2B,FRA,,1,,2024-08-17T22:57:15,kristensmith,By financial either understand specific attack.
ORD000577,2025-03-07,CUST4744,PART2392,-1,4142.0,,2025-07-19,B2B_PORTAL,VIP,ESP,SPRING2025,5,0.15,2024-08-14T00:53:01,alex83,Off senior activity listen born production range.
ORD000578,2024-06-24,CUST5976,PART6973,2,-100,CASH,2025-08-14,,CORPORATE,FRA,,5,0.15,2025-05-13T19:46:39,charlesmichael,Western central heart government real ready make.
ORD000579,INVALID_DATE,CUST9308,PART3564,null,515.92,CRYPTO,,B2B_PORTAL,CORPORATE,DEU,,1,0.05,2025-03-12T22:12:06,kristinarobbins,Same win growth method. Style while take citizen film rock.
ORD000580,2025-05-12,CUST5034,PART7039,-1,6170.59,TRANSFER,,ONLINE,,FRA,DEPRECATED,2,0.10,2024-07-14T02:53:22,richard82,Gas argue myself dinner culture middle ball now. Win movie indeed.
ORD000581,2024-08-05,CUST6347,PART3124,0,8634.14,TRANSFER,2025-08-15,PHONE,B2C,FRA,,N/A,0.05,2024-11-03T15:22:45,qduncan,Through continue despite add window. Word strategy hit hit item newspaper eye.
ORD000582,2025-04-17,CUST5585,PART6294,24,-100,,2025-08-02,B2B_PORTAL,,ITA,,0,0.00,2024-11-01T17:44:00,maryhiggins,
ORD000583,2024-08-06,CUST4153,PART1423,null,5146.0,,2025-08-19,PHONE,B2C,DEU,SPRING2025,2,,2025-04-10T16:48:49,jmejia,Able ever fast between issue week. Century total myself role should.
ORD000584,2025-05-16,CUST9050,PART8162,X,5424.55,CASH,,STORE,VIP,DEU,DEPRECATED,,0.00,2024-12-11T23:10:24,davidthomas,Western accept record week rule upon close. Card PM bit song.
ORD000585,2024-07-10,CUST3834,PART3479,22,4707.1,CASH,2025-07-06,,VIP,USA,NEWCLIENT,5,0.10,2025-05-01T18:22:47,williamjones,Remember color stop allow democratic state. Establish green most minute.
ORD000586,2024-08-12,CUST5556,PART9961,0,5405.64,,,ONLINE,,ESP,DEPRECATED,2,,2025-02-01T19:18:23,sreeves,To cost property magazine test. Wait recently accept history.
ORD000587,INVALID_DATE,CUST1505,PART3905,0,1557.13,CRYPTO,2025-07-23,ONLINE,,,,,0.00,2024-06-29T13:38:12,fjohnson,Short point sit serve almost dark care tonight.
ORD000588,INVALID_DATE,CUST9037,PART4650,null,4569.3,CARD,2025-08-17,STORE,CORPORATE,ITA,,5,,2024-08-04T14:17:28,scottschmidt,Scientist instead case spring. Mr agree may weight country.
ORD000589,2024-09-24,CUST6653,PART6846,22,9862.51,TRANSFER,2025-07-03,PHONE,B2C,FRA,,N/A,0.15,2024-07-05T07:55:39,vwolf,Science box describe. Glass how somebody election budget drive author.
ORD000590,2024-10-16,CUST4242,PART9899,null,5393.0,CASH,2025-08-07,ONLINE,B2B,,SPRING2025,0,0.15,2024-10-17T08:37:47,shermaneric,Miss start movie thank still house in.
ORD000591,2024-10-23,CUST2763,PART9636,null,1794.77,TRANSFER,2025-07-18,PHONE,,USA,DEPRECATED,2,,2024-12-25T23:11:21,toni64,Nice wrong chair become employee however prove security. Own visit anything.
ORD000592,2024-09-16,CUST3544,PART2701,0,9208.38,TRANSFER,2025-07-04,,CORPORATE,,DEPRECATED,N/A,,2024-10-30T15:27:04,fuenteskatie,Party local alone. Rock exactly later per station full eat anyone.
ORD000593,2025-02-02,CUST6618,PART4176,8,6969.51,TRANSFER,2025-08-14,B2B_PORTAL,VIP,ESP,DEPRECATED,0,0.10,2024-07-31T12:15:39,tanderson,Into kid beyond. Wind player fly.
ORD000594,INVALID_DATE,CUST8343,PART7716,11,ERROR,CARD,,ONLINE,B2B,FRA,,1,0.10,2025-05-07T18:40:50,robert09,Wind various certain nor important reach. Dream discuss would program.
ORD000595,2024-11-02,CUST6407,PART3566,15,4419.81,CASH,,PHONE,B2B,DEU,,N/A,0.00,2024-07-21T16:25:41,richard26,Line office bank least role. Also research station pay foot.
ORD000596,2025-01-23,CUST2607,PART6075,-1,2596.08,TRANSFER,2025-07-01,PHONE,,USA,,,0.00,2025-06-14T03:23:41,anthony17,Expect return impact reason turn child.
ORD000597,2024-09-27,CUST6608,PART9172,9,5916.58,CRYPTO,2025-07-06,PHONE,B2B,,,2,,2024-07-19T20:02:14,davidanderson,Daughter human peace low. Manage gun share nothing.
ORD000598,2025-05-16,CUST5088,PART5538,-1,1183.58,CRYPTO,2025-06-29,PHONE,B2C,,,2,0.05,2024-09-30T12:58:07,elliottdeborah,Kind consumer necessary risk value serious wind.
ORD000599,2025-01-13,CUST7599,PART6258,0,8524.76,,,,VIP,USA,SPRING2025,2,0.05,2024-12-17T22:26:16,hillsusan,Commercial the chair their. Effect buy between argue worker kid.
ORD000600,2024-11-24,CUST2009,PART3472,-1,2184.72,CARD,,B2B_PORTAL,B2B,,,,0.10,2025-01-19T04:28:18,zacharygonzalez,
ORD000601,2025-04-29,CUST2098,PART5020,-1,1539.76,CASH,2025-07-14,ONLINE,B2C,ESP,DEPRECATED,,0.15,2024-08-10T10:38:05,bobbyprice,Public admit home appear dream either. Throw billion religious enjoy.
ORD000602,2025-01-15,CUST7521,PART1160,7,684.86,CARD,2025-07-24,STORE,CORPORATE,FRA,DEPRECATED,1,0.15,2025-05-29T13:46:56,michaeljordan,You rate card. Order beautiful cup try important design.
ORD000603,2025-03-16,CUST5653,PART3013,21,4477.67,CRYPTO,2025-08-13,ONLINE,B2C,,,N/A,0.00,2025-02-02T19:02:47,hillregina,My during most may. Exactly more until other. Wait idea another growth.
ORD000604,2024-10-02,CUST5785,PART6790,X,9671.62,,2025-08-06,PHONE,CORPORATE,USA,DEPRECATED,,,2024-10-22T10:49:58,mjones,Guy thing buy north bag. Pressure firm list relate focus interesting foreign.
ORD000605,2025-05-31,CUST2183,PART1807,X,5371.17,CASH,2025-08-09,STORE,,FRA,DEPRECATED,2,,2025-06-19T08:24:38,tinalopez,Must large ball political film. Law born improve.
ORD000606,2024-07-30,CUST3621,PART1804,X,1850.04,,2025-08-03,STORE,B2C,ESP,SPRING2025,1,,2024-09-17T03:12:11,timothy04,Tell environmental sign wall forward medical. Scene score box soldier not.
ORD000607,2025-01-04,CUST9279,PART8867,null,8327.75,TRANSFER,2025-07-13,STORE,,USA,NEWCLIENT,N/A,0.05,2025-04-16T10:13:47,juankelley,Fill interesting simple bar east when. Office thousand later choice to.
ORD000608,2025-03-11,CUST9237,PART6087,-1,6103.18,,2025-07-15,PHONE,B2C,,NEWCLIENT,1,0.15,2024-11-04T04:05:12,clarkcarolyn,Throughout me price democratic pay. Other market size body base increase.
ORD000609,2024-09-30,CUST1065,PART6744,16,7964.38,,2025-07-08,PHONE,VIP,FRA,NEWCLIENT,2,0.10,2024-10-27T22:22:54,angelatodd,Develop account end author. Hospital I wait this treatment maybe.
ORD000610,2025-01-11,CUST2209,PART6544,0,6418.08,,2025-07-16,STORE,,DEU,DEPRECATED,,0.05,2025-06-16T11:47:14,lwhite,Really clear compare treat oil series.
ORD000611,2024-07-19,CUST5530,PART1196,-1,4219.09,CARD,2025-06-28,,CORPORATE,USA,,N/A,0.05,2024-09-23T01:20:19,ghuerta,If until chance campaign gas store drug specific.
ORD000612,2024-09-27,CUST8237,PART1172,-1,5692.16,CRYPTO,2025-07-09,PHONE,,,,2,0.15,2025-03-04T22:08:27,randydavila,
ORD000613,2025-06-07,CUST5394,PART7888,0,1702.09,CARD,2025-07-26,PHONE,CORPORATE,ESP,,,0.00,2024-08-17T07:34:56,cwilson,Hair third area. Prevent food buy author partner along.
ORD000614,2024-10-29,CUST5031,PART9058,0,2190.05,,2025-08-17,STORE,B2C,ITA,,,0.00,2024-12-18T17:17:13,ashleysloan,Language friend mother throughout his look. Color billion rather.
ORD000615,2024-07-01,CUST2390,PART5259,null,-100,CARD,2025-08-04,PHONE,B2C,USA,,N/A,0.00,2024-12-02T04:59:32,prichards,Natural several send help spring fund. Table throw trip tend.
ORD000616,2024-09-30,CUST6767,PART8131,0,2381.4,CASH,2025-07-04,ONLINE,VIP,DEU,SPRING2025,,0.05,2024-08-28T09:35:17,randallpatrick,
ORD000617,2024-06-26,CUST6675,PART4475,null,885.81,CRYPTO,2025-08-16,PHONE,B2C,ITA,,N/A,,2025-05-19T22:00:04,xwhite,Republican choice sister offer culture woman debate call.
ORD000618,2024-10-30,CUST3728,PART9979,X,8823.46,,,PHONE,,DEU,NEWCLIENT,,0.10,2024-11-20T19:43:27,morgan84,Morning central unit address matter.
ORD000619,INVALID_DATE,CUST7336,PART7175,0,655.93,CRYPTO,,PHONE,B2B,FRA,DEPRECATED,0,,2024-10-22T12:48:27,diana14,Sense western wrong develop kind miss. Front if thus safe suggest.
ORD000620,2024-08-22,CUST6370,PART7293,null,-100,CASH,2025-07-06,ONLINE,B2B,ITA,SPRING2025,5,0.15,2025-06-17T06:33:55,tiffany68,From put something economy free. Note establish region foreign.
ORD000621,INVALID_DATE,CUST1388,PART5844,X,ERROR,CASH,2025-06-27,ONLINE,VIP,ITA,,,0.05,2024-12-12T00:04:06,kristy56,Onto bed drug camera should whether happy interesting.
ORD000622,2025-01-23,CUST3146,PART6414,17,5814.95,,2025-06-30,ONLINE,VIP,DEU,NEWCLIENT,2,0.10,2024-07-16T03:02:52,vsanchez,A identify buy large cell young hot. Price project by beat.
ORD000623,2025-05-06,CUST5317,PART4592,X,,TRANSFER,2025-08-15,ONLINE,B2C,ESP,,1,0.00,2024-09-03T19:41:51,nicholspaul,Successful example term morning. Of several push. Whether push old site.
ORD000624,2025-04-10,CUST5857,PART8277,X,5953.79,CARD,2025-07-05,PHONE,B2B,ESP,NEWCLIENT,2,,2024-07-27T14:40:50,jeremy36,White pay wall they than guess.
ORD000625,2025-01-14,CUST5194,PART7691,0,7344.71,CASH,2025-08-08,PHONE,,,,N/A,0.15,2025-05-23T12:02:27,noneill,Want itself hit yard. Serious send enjoy large something.
ORD000626,2025-03-13,CUST6240,PART4254,-1,2639.71,,2025-07-10,B2B_PORTAL,,USA,,N/A,0.10,2025-02-13T04:02:28,melanieerickson,Card tend wide if evening human tell. Yard choose natural serve say major for.
ORD000627,2025-05-13,CUST7705,PART3423,null,6833.22,,2025-07-23,,B2B,ITA,SPRING2025,,0.15,2025-05-24T05:15:22,scottjohnson,And sing get large happy. Degree source lawyer big team class keep.
ORD000628,2024-12-18,CUST2258,PART8051,X,3306.57,CARD,2025-06-24,,,DEU,DEPRECATED,N/A,0.00,2025-05-27T16:45:14,bwillis,Base little bill already network understand. Stop part be simple.
ORD000629,2024-12-24,CUST4894,PART3789,null,2251.09,TRANSFER,2025-07-16,PHONE,VIP,ITA,NEWCLIENT,2,0.10,2024-07-13T08:13:49,joy91,Left wish once want ten. Trouble fish bit office choice watch name no.
ORD000630,2024-11-07,CUST9782,PART2216,0,1582.89,CASH,,,VIP,FRA,DEPRECATED,1,0.05,2025-06-22T19:51:03,ravenjohnston,Develop focus bad fact. Person goal find off yet involve stage.
ORD000631,2024-07-25,CUST6623,PART3970,19,8869.78,CRYPTO,2025-07-17,PHONE,VIP,ESP,NEWCLIENT,1,0.05,2024-10-16T15:43:24,dcox,Kitchen watch course child fire. Business society within.
ORD000632,2025-03-17,CUST1269,PART5754,0,7042.27,TRANSFER,2025-06-24,STORE,B2C,ESP,SPRING2025,,0.00,2025-03-27T12:14:32,joannawise,
ORD000633,2024-08-13,CUST1556,PART9171,null,6234.01,CARD,2025-06-30,PHONE,,FRA,DEPRECATED,N/A,,2025-04-06T03:27:04,leonzachary,
ORD000634,2025-01-04,CUST2481,PART6131,0,4357.41,,,STORE,B2B,USA,DEPRECATED,5,0.05,2025-06-21T07:16:50,hlopez,
ORD000635,2025-06-13,CUST6679,PART3696,1,5977.56,CASH,2025-08-03,ONLINE,B2B,ESP,DEPRECATED,N/A,0.15,2025-02-03T16:57:29,kim59,Outside structure energy necessary exist executive feeling. Mean lay wish task.
ORD000636,INVALID_DATE,CUST8267,PART5747,0,-100,CRYPTO,2025-07-09,,CORPORATE,FRA,,N/A,0.00,2024-12-13T13:38:47,harrisonjay,Money only put group remember. Hand operation baby morning guy difficult.
ORD000637,2025-01-06,CUST3320,ERROR,0,4277.02,,2025-06-24,B2B_PORTAL,,,,2,0.05,2024-07-28T04:40:40,carlfowler,
ORD000638,2025-06-14,CUST6973,PART1063,null,6415.88,,2025-07-22,,,ITA,NEWCLIENT,0,0.00,2024-10-10T19:55:47,qanthony,Condition former later tree energy son student.
ORD000639,2025-06-16,CUST4084,PART3139,-1,5240.92,CARD,,ONLINE,B2C,USA,NEWCLIENT,1,0.00,2025-01-31T20:19:06,zcummings,
ORD000640,2025-01-21,CUST1250,PART1432,null,8331.04,,2025-07-13,PHONE,VIP,USA,NEWCLIENT,0,0.10,2024-07-21T05:00:55,halljames,Produce attack best find represent.
ORD000641,2024-07-20,CUST5665,PART7997,0,835.24,,,STORE,CORPORATE,,SPRING2025,,0.10,2025-03-20T13:20:03,michaelparker,
ORD000642,2024-08-07,CUST8531,PART2245,null,4283.89,CRYPTO,2025-08-05,PHONE,VIP,,NEWCLIENT,N/A,0.15,2024-07-05T11:39:59,xchambers,
ORD000643,2024-12-30,CUST7272,PART8975,null,987.74,TRANSFER,2025-06-24,PHONE,B2B,ESP,,0,0.10,2024-07-28T23:49:09,snydersarah,Government help thank west according official. Crime thank occur choose.
ORD000644,2024-12-29,CUST6360,PART7712,-1,4682.23,TRANSFER,2025-08-10,,VIP,FRA,NEWCLIENT,0,0.00,2024-10-25T19:54:43,wrichards,
ORD000645,2025-01-09,CUST7713,PART9726,X,6105.12,CARD,2025-08-04,STORE,B2C,FRA,SPRING2025,,,2025-03-19T13:03:51,reedadrian,Find visit method market series join.
ORD000646,2025-03-29,CUST9700,PART6195,-1,50.03,CARD,2025-08-20,B2B_PORTAL,CORPORATE,FRA,,0,0.15,2024-10-26T05:44:32,dwatson,Professor tell drop billion. Also option direction history.
ORD000647,2025-03-21,CUST1681,PART2525,-1,4704.09,,2025-06-30,ONLINE,VIP,ESP,DEPRECATED,5,0.05,2025-03-01T09:04:04,gregdalton,In population threat natural front against agree letter.
ORD000648,2025-05-20,CUST8181,PART5883,0,327.58,CRYPTO,2025-08-22,B2B_PORTAL,B2B,USA,NEWCLIENT,N/A,,2025-05-31T15:27:35,clindsey,
ORD000649,2024-08-28,CUST3291,PART4798,-1,7448.17,CARD,2025-08-06,B2B_PORTAL,,FRA,,2,0.10,2025-03-23T06:11:33,rmorrison,Democrat nearly very couple worry body every.
ORD000650,2024-10-27,,PART6977,-1,1561.59,,,PHONE,B2B,USA,SPRING2025,,0.00,2024-08-05T03:32:58,justinstewart,Whether free dream full modern test. It well fill exactly.
ORD000651,2025-04-09,CUST4661,PART8228,17,146.64,,2025-06-25,,B2C,FRA,,5,0.00,2025-04-29T01:03:44,garrettpham,
ORD000652,2024-08-17,CUST4517,PART9636,X,4812.06,CRYPTO,2025-06-26,STORE,B2B,,SPRING2025,1,0.05,2025-01-26T13:24:24,georgejames,Practice natural white letter forward you level.
ORD000653,2025-03-18,CUST9996,PART8379,X,5906.6,CARD,2025-08-11,,,FRA,NEWCLIENT,0,0.15,2025-01-16T10:21:02,karen45,Note open series fast interview. Interview focus minute perhaps.
ORD000654,2025-05-19,CUST2092,PART9289,12,7025.74,CRYPTO,2025-07-21,STORE,VIP,DEU,,0,0.15,2024-07-01T12:17:34,sotopaula,Soon town stand spend nice entire. Several hold sing hair newspaper.
ORD000655,2024-09-23,CUST7994,PART6674,19,9984.69,,,B2B_PORTAL,B2C,USA,DEPRECATED,0,0.10,2025-02-07T20:26:57,peterselizabeth,
ORD000656,2024-10-21,CUST8810,PART6934,-1,ERROR,,,B2B_PORTAL,B2C,ITA,NEWCLIENT,2,,2025-05-28T09:33:48,zbowman,Specific plant marriage single sister leader.
ORD000657,2025-04-04,CUST4601,PART5009,-1,3674.35,,2025-07-19,B2B_PORTAL,CORPORATE,FRA,SPRING2025,,0.00,2025-04-20T10:13:43,loretta68,Economic use call read. Behavior court sure war.
ORD000658,2025-05-23,CUST1285,PART9769,null,5213.89,CASH,2025-08-07,STORE,,DEU,DEPRECATED,5,0.15,2024-12-06T03:58:10,turnerfelicia,Phone agent our low I next experience wall.
ORD000659,2025-01-14,CUST8271,PART5299,-1,4490.09,,,ONLINE,CORPORATE,,,1,,2025-04-01T19:10:15,carrie01,Name perhaps win technology wife now safe grow.
ORD000660,2024-09-25,CUST5099,PART7394,-1,6100.54,CASH,2025-08-20,,CORPORATE,FRA,SPRING2025,1,0.05,2024-10-21T11:45:30,christine13,
ORD000661,INVALID_DATE,CUST7149,PART8129,-1,1549.16,,2025-07-25,,CORPORATE,DEU,SPRING2025,5,0.05,2024-08-29T15:07:11,ellisangela,
ORD000662,2025-06-16,CUST8913,PART6245,-1,3058.72,CARD,2025-08-14,B2B_PORTAL,VIP,DEU,NEWCLIENT,0,,2024-07-28T04:31:59,alyssa97,Structure stuff sea response hard focus.
ORD000663,2025-06-07,,PART8846,-1,4211.15,CASH,2025-07-18,B2B_PORTAL,VIP,ESP,,,,2025-02-05T15:47:29,ashlee95,Ball tough across offer these.
ORD000664,2025-06-17,CUST1041,PART8810,25,1032.84,CASH,2025-06-25,,B2C,ITA,,,0.10,2025-04-17T21:28:14,melvin73,Activity boy space born character bank. Along whom every close.
ORD000665,2025-06-07,CUST6340,PART4883,null,9653.7,,2025-07-30,STORE,B2C,DEU,,,0.00,2024-12-10T15:59:59,oknox,Dinner case of education hand peace. Nice leg attack program prevent.
ORD000666,INVALID_DATE,CUST5702,PART3585,null,5075.61,TRANSFER,2025-08-20,PHONE,VIP,DEU,NEWCLIENT,N/A,0.00,2024-06-28T19:58:12,brenda05,Blood spend unit when news each. Mrs memory wish room young.
ORD000667,2024-06-29,CUST4175,PART4641,null,9954.17,CARD,2025-07-13,B2B_PORTAL,B2B,USA,,0,0.00,2024-07-05T10:38:31,garrett38,Test around leader organization around.
ORD000668,2024-08-23,CUST9013,PART9441,0,-100,CASH,2025-08-15,ONLINE,VIP,FRA,,0,0.15,2025-06-14T20:02:05,eroberts,
ORD000669,2024-08-30,CUST6204,PART7048,-1,ERROR,,2025-08-13,STORE,CORPORATE,DEU,SPRING2025,2,0.00,2024-12-13T06:31:23,williamdaniel,View business people form rise wind friend.
ORD000670,2024-08-29,CUST8382,PART2191,X,,CRYPTO,2025-07-29,ONLINE,CORPORATE,FRA,,N/A,0.05,2024-07-02T12:40:26,sheryl81,Friend miss growth believe game son. Inside guy trip them method party return.
ORD000671,2025-06-03,CUST4997,PART2333,null,2646.07,TRANSFER,2025-08-06,,B2C,USA,NEWCLIENT,0,0.00,2024-07-14T20:45:29,frank79,Partner agreement say affect lead personal control.
ORD000672,2024-10-06,CUST5116,PART9505,null,1365.35,,2025-07-01,PHONE,B2B,ITA,NEWCLIENT,2,0.05,2025-04-24T11:06:25,nholland,Space night hope north about year.
ORD000673,2024-07-05,CUST1092,PART7116,7,,TRANSFER,2025-07-19,ONLINE,CORPORATE,,NEWCLIENT,N/A,0.15,2024-07-15T22:26:25,christopher30,Tv participant social talk style produce. Resource feel rate issue bill force.
ORD000674,2024-09-11,CUST6598,PART9812,-1,4750.81,CASH,2025-07-27,B2B_PORTAL,CORPORATE,,DEPRECATED,2,0.00,2025-04-15T21:34:26,jillcaldwell,
ORD000675,2024-09-11,CUST7974,PART4619,-1,5785.44,TRANSFER,2025-08-06,ONLINE,B2B,DEU,SPRING2025,,,2025-02-22T22:38:46,qfields,Fill wide set inside. Answer sometimes for ground. Once may discover may.
ORD000676,2024-09-27,CUST9727,PART4070,null,1679.7,CARD,2025-07-30,,B2B,USA,SPRING2025,5,0.15,2024-08-19T22:22:41,wingram,Society very determine behavior. Ball account dark.
ORD000677,2024-11-16,CUST4949,PART1663,-1,2371.22,CARD,2025-06-26,ONLINE,CORPORATE,USA,,N/A,0.00,2025-04-29T11:23:26,ramirezchad,Community book culture next phone image trip.
ORD000678,2025-06-22,CUST1820,PART1466,-1,3623.61,CRYPTO,2025-08-20,B2B_PORTAL,B2C,ESP,,0,,2025-02-27T13:42:11,mariachapman,
ORD000679,INVALID_DATE,CUST9478,PART6303,null,2009.51,TRANSFER,2025-08-14,PHONE,VIP,,NEWCLIENT,,0.10,2024-12-24T16:46:09,llambert,Stuff exist break seek. Line cold everybody believe deal.
ORD000680,2025-05-25,CUST8024,PART6237,4,5396.16,CRYPTO,2025-08-10,PHONE,B2B,DEU,,N/A,0.15,2025-02-17T19:59:26,annaschmidt,Ask the bad learn language choice. Stock benefit can.
ORD000681,2025-01-08,CUST1952,PART2856,0,2433.56,TRANSFER,2025-06-30,B2B_PORTAL,VIP,ESP,SPRING2025,5,0.15,2024-08-20T07:43:51,stephanie58,
ORD000682,2025-03-22,CUST6415,PART7222,-1,1198.82,TRANSFER,2025-06-27,ONLINE,CORPORATE,DEU,NEWCLIENT,N/A,,2024-12-25T06:17:46,patriciapatel,New many remain start. House strong yourself discuss term.
ORD000683,2024-08-13,CUST2548,PART6969,X,8581.27,TRANSFER,,PHONE,VIP,USA,,2,0.00,2024-07-15T17:18:32,williamferguson,Best impact view of attention find example.
ORD000684,2025-04-03,CUST3885,PART6284,null,6032.34,CRYPTO,2025-06-30,B2B_PORTAL,B2C,ESP,DEPRECATED,0,,2025-02-24T00:27:56,vanessa87,Mind record traditional lawyer. Factor catch direction local check.
ORD000685,2025-03-20,CUST7874,PART2100,-1,6731.99,TRANSFER,2025-08-18,PHONE,VIP,,NEWCLIENT,0,0.15,2024-06-30T03:22:51,morrisjessica,Concern strong give on this always help ability. Discuss draw great poor sort.
ORD000686,2025-02-22,CUST5458,PART5542,16,9741.44,,2025-07-17,ONLINE,B2C,ITA,,N/A,0.15,2025-01-20T10:19:20,kellysamuel,Sport cost race among agree. Add not cell mention.
ORD000687,2025-05-07,CUST9329,PART4029,0,5470.52,CRYPTO,2025-08-21,STORE,CORPORATE,DEU,NEWCLIENT,2,0.05,2025-06-04T00:14:27,ygutierrez,Which subject fear entire bar laugh owner.
ORD000688,2024-11-28,CUST1535,PART3059,-1,9827.23,CASH,2025-08-13,B2B_PORTAL,B2B,ITA,SPRING2025,,0.15,2024-09-27T07:21:21,cassidy80,
ORD000689,2025-01-28,CUST9448,PART8689,-1,2507.11,,,B2B_PORTAL,B2B,FRA,DEPRECATED,5,0.05,2025-02-10T06:42:05,mendozajennifer,Scientist whole blood trip community. Beyond owner chair by analysis.
ORD000690,2025-01-28,CUST1231,PART3207,0,2072.08,CASH,2025-08-13,PHONE,,ESP,SPRING2025,2,0.00,2025-05-30T16:28:33,iferrell,Care take hour brother member. Knowledge bed skin easy. City order quality.
ORD000691,2025-04-05,CUST5814,PART4838,0,5057.52,,2025-08-15,B2B_PORTAL,VIP,,,,0.15,2025-01-12T02:05:04,smithchristopher,Recent wish catch central. Other program image.
ORD000692,2024-10-18,CUST6168,PART1906,-1,4965.11,CARD,,ONLINE,CORPORATE,,SPRING2025,1,,2025-01-07T16:12:12,paige73,Staff forget money a write head. Easy article window without.
